"meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx","label"
0.187763044253528,0.0588017227520622,0.190681003584229,0.129462365591398,0.243870967741935,0.114408602150538,1.91249536624382,8.05124066633418,0.895205139282858,0.369216710000078,0.164587813620072,0.187763044253528,0.134921660543263,0.019047619047619,0.188235294117647,0.503348214285714,0.3671875,0.6953125,0.328125,0.206349206349206,"male"
0.165032809692162,0.0574785519354338,0.156030534351145,0.126106870229008,0.208396946564885,0.0822900763358779,1.90012853417112,8.0027437447325,0.919195201822881,0.523034503263889,0.138931297709924,0.165032809692162,0.098331519999901,0.0336134453781513,0.146788990825688,0.183035714285714,0.109375,0.28125,0.171875,0.272727272727273,"male"
0.176527651672266,0.0591358795739169,0.190861423220974,0.116404494382022,0.21812734082397,0.101722846441948,1.46159412354659,5.71050796667664,0.912557199335462,0.420987071709896,0.21812734082397,0.176527651672266,0.0891235136222137,0.0308880308880309,0.166666666666667,0.381696428571429,0.3125,0.53125,0.21875,0.339285714285714,"male"
0.157219076430987,0.0623580970462785,0.158974358974359,0.104615384615385,0.21025641025641,0.105641025641026,2.81608330299538,12.5429049178839,0.901210366552116,0.520364021678468,0.105641025641026,0.157219076430987,0.143378849616804,0.031496062992126,0.231884057971014,0.537946428571429,0.109375,0.9453125,0.8359375,0.404984423676013,"male"
0.176974639957111,0.0619457437943135,0.200827586206897,0.115862068965517,0.224,0.108137931034483,2.62759267534186,11.3801256970177,0.907100261584369,0.526939285190214,0.231724137931034,0.176974639957111,0.133345252603985,0.0200501253132832,0.235294117647059,0.5244140625,0.234375,0.703125,0.46875,0.514285714285714,"male"
0.17203625191426,0.06253662283439,0.195046439628483,0.111826625386997,0.223653250773994,0.111826625386997,2.261941197223,8.93122732283431,0.913933158699224,0.520231915581561,0.227120743034056,0.17203625191426,0.11419193483205,0.0300751879699248,0.235294117647059,0.78125,0.1953125,1.71875,1.5234375,0.273076923076923,"male"
0.183176684212083,0.0574092711399367,0.204102564102564,0.128205128205128,0.225641025641026,0.0974358974358974,2.08948592038803,8.13828445604848,0.909056244468286,0.480568706239827,0.21025641025641,0.183176684212083,0.112033051371875,0.0176211453744493,0.238805970149254,0.426339285714286,0.2109375,0.7421875,0.53125,0.443627450980392,"male"
0.169833846286812,0.0653741391371408,0.186976744186047,0.106976744186047,0.217674418604651,0.110697674418605,1.63392882704383,6.76745429305516,0.928589499609938,0.560467207604149,0.106046511627907,0.169833846286812,0.113488909899852,0.0217391304347826,0.271186440677966,0.39453125,0.09375,0.828125,0.734375,0.559270516717325,"male"
0.179900303408604,0.0554872341797258,0.203076923076923,0.112820512820513,0.215384615384615,0.102564102564103,3.21315507428461,14.743079765726,0.835719034410596,0.319009267808845,0.213333333333333,0.179900303408604,0.110278563766278,0.039119804400978,0.172043010752688,1.28348214285714,0.203125,3.0859375,2.8828125,0.31029810298103,"male"
0.184462657707481,0.062776323575537,0.20156862745098,0.125490196078431,0.24,0.114509803921569,0.856177015441464,2.90576413260895,0.921252783598267,0.457589073113866,0.260392156862745,0.184462657707481,0.183835528002054,0.0164271047227926,0.275862068965517,0.88671875,0.125,1.84375,1.71875,0.455050505050505,"male"
0.188341347766306,0.0607984829245573,0.205966101694915,0.12528813559322,0.23728813559322,0.112,0.786891924674966,2.47598329651112,0.917196038582604,0.468866259082894,0.242983050847458,0.188341347766306,0.164836243775861,0.163265306122449,0.164948453608247,0.3603515625,0.2578125,0.65625,0.3984375,0.260504201680672,"male"
0.177199305587547,0.0468240957144388,0.176981132075472,0.149685534591195,0.213081761006289,0.0633962264150944,1.59546392745947,4.82909293979331,0.87195221134908,0.281209334274767,0.169937106918239,0.177199305587547,0.131538885653572,0.0368663594470046,0.183908045977011,0.388671875,0.203125,0.546875,0.34375,0.318181818181818,"male"
0.182025688476989,0.06120760999044,0.208205128205128,0.116923076923077,0.214358974358974,0.0974358974358974,4.53162447735448,28.6078797496607,0.818629788237108,0.323975894851281,0.209230769230769,0.182025688476989,0.0939812103091558,0.0239520958083832,0.213333333333333,0.268973214285714,0.2109375,0.3125,0.1015625,0.166666666666667,"male"
0.184885394149624,0.0539086219487972,0.200140845070423,0.139014084507042,0.223802816901408,0.0847887323943662,2.02676603456672,7.2558707295873,0.88355566800271,0.36962676999145,0.200140845070423,0.184885394149624,0.11750365733343,0.0176017601760176,0.266666666666667,0.418526785714286,0.2109375,0.703125,0.4921875,0.523809523809524,"male"
0.178058573759593,0.0587252660395349,0.201025641025641,0.121025641025641,0.214358974358974,0.0933333333333333,2.66131789321929,10.9162083619449,0.898300582139639,0.477368008020208,0.209230769230769,0.178058573759593,0.14136659060689,0.0266222961730449,0.262295081967213,0.684151785714286,0.203125,2.546875,2.34375,0.196111111111111,"male"
0.159083928209498,0.0707271175441567,0.170936329588015,0.102771535580524,0.220224719101124,0.117453183520599,2.80521715986904,12.1610188756514,0.905794865540634,0.535711459607074,0.0325093632958801,0.159083928209498,0.104393505576256,0.0357941834451902,0.219178082191781,0.559151785714286,0.03125,1.03125,1,0.348958333333333,"male"
0.183970895317953,0.0532333904677958,0.206056338028169,0.139014084507042,0.21887323943662,0.0798591549295774,2.60220211228018,9.77370356671977,0.864531538933995,0.306705134939369,0.216901408450704,0.183970895317953,0.1589231476925,0.0403022670025189,0.266666666666667,0.3828125,0.203125,0.53125,0.328125,0.353174603174603,"male"
0.185824305006523,0.0555592305123341,0.206056338028169,0.125211267605634,0.227746478873239,0.102535211267606,1.62298421796694,5.65022671867542,0.893950664380133,0.322239860101027,0.217887323943662,0.185824305006523,0.157703243009655,0.0567375886524823,0.242424242424242,0.512276785714286,0.2890625,0.734375,0.4453125,0.330409356725146,"male"
